transaction_id,product_name,amount,customer_full_name,transaction_date,branch
180,Laptop,36000,Tracy Bell,2025-08-25,alex
181,Keyboard,1000,Joe Carey,2025-08-25,tanta
182,Laptop,84000,Richard Ramirez,2025-08-25,alex
183,Printer,22500,Michelle Cole,2025-08-25,tanta
184,Printer,9000,Sheila Long,2025-08-25,cairo
185,Keyboard,1500,Melissa Ramos,2025-08-25,alex
186,Mouse,1750,Sonya Taylor,2025-08-25,cairo
187,Monitor,18000,Sabrina Mitchell,2025-08-25,tanta
188,Monitor,9000,Danielle Turner,2025-08-25,tanta
189,Printer,40500,Edward Thompson,2025-08-25,alex
190,Mouse,750,Kara Norton,2025-08-25,cairo
191,Mouse,2250,Vincent Thomas,2025-08-25,tanta
192,Laptop,24000,Benjamin Williams,2025-08-25,tanta
193,Monitor,30000,Michelle Johnson,2025-08-25,cairo
194,Keyboard,500,Marissa Leach,2025-08-25,tanta
195,Monitor,3000,Jessica Ward,2025-08-25,alex
196,Mouse,1500,Katherine Ibarra,2025-08-25,alex
197,USB Flash Drive,900,Tina Brown,2025-08-25,alex
198,Printer,13500,Angela Wilkerson,2025-08-25,tanta
199,Headphones,5600,Andrew Rodriguez,2025-08-25,tanta
200,Printer,22500,Mitchell Duncan,2025-08-25,cairo
201,Laptop,60000,Maria Case,2025-08-25,cairo
202,Monitor,15000,Kimberly Stevens,2025-08-25,cairo
203,Laptop,84000,Rhonda Johnson,2025-08-25,alex
204,Printer,22500,Diana Klein,2025-08-25,cairo
205,Monitor,15000,Destiny Barnes,2025-08-25,alex
206,Headphones,3200,Lisa Cole,2025-08-25,cairo
207,Laptop,60000,Claire Bishop,2025-08-25,cairo
208,Mouse,1000,Jenna Lee,2025-08-25,cairo
209,Laptop,48000,Mary Sanchez,2025-08-25,alex
210,Monitor,24000,Christopher Harvey,2025-08-25,alex
211,Headphones,1600,Samantha Walker,2025-08-25,tanta
212,Headphones,5600,Marie Johnson,2025-08-25,tanta
213,Monitor,6000,Joshua Stephenson,2025-08-25,alex
214,Headphones,3200,Brittany Ramos,2025-08-25,cairo
215,Headphones,1600,James Brown,2025-08-25,alex
216,Laptop,96000,Christina Patel,2025-08-25,alex
217,Printer,13500,Ashley Wallace,2025-08-25,cairo
218,Keyboard,5000,Richard Quinn,2025-08-25,tanta
219,Keyboard,3000,Jamie Barry,2025-08-25,alex
220,Mouse,500,Allison Dean,2025-08-25,cairo
221,Laptop,108000,James King,2025-08-25,cairo
222,USB Flash Drive,150,Alexis Figueroa,2025-08-25,alex
223,Monitor,21000,Jesus Charles,2025-08-25,tanta
224,Laptop,120000,Brandon Daniel,2025-08-25,tanta
225,Headphones,3200,Mark Johnson,2025-08-25,alex
226,USB Flash Drive,750,Heather Madden,2025-08-25,cairo
227,Mouse,1250,Amber Nguyen,2025-08-25,tanta
228,Laptop,84000,Kenneth Rasmussen,2025-08-25,cairo
229,Printer,13500,Katie Thompson,2025-08-25,alex
230,USB Flash Drive,450,Michael Wall,2025-08-25,alex
231,Headphones,3200,Jeffrey Harper,2025-08-25,alex
232,Laptop,108000,James Brown,2025-08-25,tanta
233,Monitor,18000,Debra Holmes,2025-08-25,alex
234,Printer,22500,Jill Snyder,2025-08-25,cairo
235,USB Flash Drive,300,Peter Martin,2025-08-25,alex
236,USB Flash Drive,1200,Jackie Bruce,2025-08-25,tanta
237,Headphones,4800,Heidi Norman,2025-08-25,cairo
238,USB Flash Drive,750,Alicia Maxwell,2025-08-25,tanta
239,Laptop,108000,Alejandro Morrow,2025-08-25,alex
240,Headphones,4000,Heather Hurst,2025-08-25,alex
241,Keyboard,4000,Jason Anderson,2025-08-25,alex
242,Headphones,4000,Mark Giles,2025-08-25,alex
243,Laptop,36000,Monica Cobb,2025-08-25,tanta
244,Monitor,18000,Kyle Moreno,2025-08-25,cairo
245,Laptop,60000,Taylor Molina,2025-08-25,alex
246,Monitor,30000,Daniel Hernandez,2025-08-25,alex
247,Printer,18000,Richard Garcia,2025-08-25,tanta
248,USB Flash Drive,1500,Paula Young,2025-08-25,cairo
249,Printer,4500,Michael Smith,2025-08-25,alex
250,Mouse,250,Lindsay Ellis,2025-08-25,tanta
251,Monitor,15000,James Brown,2025-08-25,alex
252,USB Flash Drive,900,Lisa Vaughn,2025-08-25,alex
253,Laptop,24000,Jennifer Cervantes,2025-08-25,cairo
254,Monitor,6000,Sherry Murray,2025-08-25,tanta
255,Laptop,24000,Michael Brooks,2025-08-25,alex
256,Headphones,4800,James Lozano,2025-08-25,alex
257,Monitor,18000,Derrick Chung,2025-08-25,tanta
258,Keyboard,500,David Mitchell,2025-08-25,alex
259,Mouse,750,Anne Leblanc,2025-08-25,tanta
260,Mouse,1000,Elizabeth Myers,2025-08-25,cairo
261,Laptop,72000,Dawn Lamb,2025-08-25,cairo
262,Laptop,108000,Alexandra Beck,2025-08-25,tanta
263,Printer,13500,Mark Patel,2025-08-25,cairo
264,USB Flash Drive,1500,Jeremy Carpenter,2025-08-25,tanta
265,Keyboard,4500,Michael Willis,2025-08-25,cairo
266,USB Flash Drive,450,Alexander Tate,2025-08-25,cairo
267,USB Flash Drive,1500,Melissa Kent,2025-08-25,alex
268,Laptop,84000,Gina Trujillo,2025-08-25,cairo
269,Printer,31500,Alexander Carr,2025-08-25,cairo
270,Keyboard,5000,Kim Moore,2025-08-25,alex
271,USB Flash Drive,900,Sandra Lynn,2025-08-25,alex
272,USB Flash Drive,600,Amber Nguyen,2025-08-25,cairo
273,Keyboard,4500,Robert Gutierrez,2025-08-25,tanta
274,Laptop,24000,Luis Diaz,2025-08-25,tanta
275,Mouse,2500,Heather Hoover,2025-08-25,cairo
276,Laptop,108000,Andrew Espinoza,2025-08-25,cairo
277,Laptop,24000,Brett Johnson,2025-08-25,tanta
278,Keyboard,3500,Anthony Johnson,2025-08-25,alex
279,Mouse,500,Kristen Walton,2025-08-25,alex
280,Printer,9000,Megan Long,2025-08-25,cairo
281,Laptop,36000,Mary Crane,2025-08-25,tanta
282,Laptop,72000,Arthur Dalton,2025-08-25,tanta
283,Printer,4500,Eugene Wilson,2025-08-25,alex
284,Mouse,1750,Vanessa Curtis,2025-08-25,alex
285,USB Flash Drive,750,John Bowman,2025-08-25,tanta
286,Keyboard,5000,Jacqueline Graham,2025-08-25,alex
287,Keyboard,1500,Jason Bailey,2025-08-25,cairo
288,Headphones,1600,Brent Goodwin,2025-08-25,tanta
289,Laptop,60000,Mark Long,2025-08-25,tanta
290,Printer,36000,Donald Patel,2025-08-25,tanta
291,Mouse,2000,Dana Anderson,2025-08-25,cairo
292,USB Flash Drive,750,Tanya Boyd,2025-08-25,tanta
293,Monitor,12000,Timothy Beltran,2025-08-25,tanta
294,Printer,18000,Victoria Jackson,2025-08-25,cairo
295,Printer,18000,Adam Luna,2025-08-25,cairo
296,Headphones,6400,Stephen Wilkerson,2025-08-25,tanta
297,USB Flash Drive,150,Michael Golden,2025-08-25,cairo
298,Mouse,1250,Michelle Jones,2025-08-25,cairo
299,USB Flash Drive,750,Malik Sanders,2025-08-25,alex
300,Keyboard,1500,Matthew Phillips,2025-08-25,tanta
301,Printer,18000,Jessica Lewis,2025-08-25,cairo
302,Keyboard,3000,Keith Martinez,2025-08-25,cairo
303,Mouse,1750,Katie Alexander,2025-08-25,cairo
304,Monitor,3000,Rhonda Wallace,2025-08-25,tanta
305,Monitor,21000,Darren Lee,2025-08-25,cairo
306,Laptop,108000,Elizabeth Smith,2025-08-25,alex
307,Headphones,800,Alexandra Mccoy,2025-08-25,alex
308,Laptop,24000,Craig Medina,2025-08-25,alex
309,USB Flash Drive,900,Taylor Glass,2025-08-25,tanta
310,Keyboard,3000,Natasha Sweeney,2025-08-25,tanta
311,Printer,4500,Justin Dorsey,2025-08-25,tanta
312,Monitor,27000,Joshua Munoz,2025-08-25,cairo
313,Mouse,2000,Valerie Cohen,2025-08-25,tanta
314,Laptop,108000,Crystal Walker,2025-08-25,cairo
315,Keyboard,3000,Jennifer Olson,2025-08-25,tanta
316,Keyboard,2000,David Gibson,2025-08-25,alex
317,Keyboard,1500,Patricia Mason,2025-08-25,cairo
318,Monitor,3000,Brett Clark,2025-08-25,cairo
319,Keyboard,4500,Samantha Campbell,2025-08-25,cairo
320,Headphones,800,Jeffrey Morales,2025-08-25,cairo
321,Keyboard,2000,Brandon Stewart,2025-08-25,cairo
322,Laptop,48000,John Williams,2025-08-25,tanta
323,Monitor,21000,David Mitchell,2025-08-25,tanta
324,Keyboard,3500,Christine Ross,2025-08-25,alex
325,Mouse,500,Christine Hunter,2025-08-25,cairo
326,USB Flash Drive,300,Derrick Church,2025-08-25,cairo
327,Mouse,2000,Alicia Ramirez,2025-08-25,tanta
328,Keyboard,5000,Sergio Curtis,2025-08-25,cairo
329,Printer,45000,Brian Bishop,2025-08-25,cairo
330,Printer,4500,Jennifer Cox,2025-08-25,cairo
331,Headphones,6400,Melissa Smith,2025-08-25,cairo
332,Mouse,2500,Jennifer White,2025-08-25,cairo
333,Monitor,6000,Scott Fitzpatrick,2025-08-25,alex
334,Printer,27000,Jesse Hendricks,2025-08-25,cairo
335,Printer,40500,Jeffrey Martinez,2025-08-25,tanta
336,Mouse,2500,Jeremiah Jenkins,2025-08-25,alex
337,Monitor,21000,Lisa Baker,2025-08-25,tanta
338,Monitor,27000,Jason Stewart,2025-08-25,alex
339,Printer,13500,Amanda Hodges,2025-08-25,tanta
340,Mouse,1000,David Garcia,2025-08-25,tanta
341,Laptop,84000,Sandra Lynn,2025-08-25,alex
342,Headphones,800,Sabrina Mitchell,2025-08-25,alex
343,Laptop,72000,Angela Thomas,2025-08-25,cairo
344,Printer,4500,Jason Anderson,2025-08-25,cairo
345,Keyboard,500,Brian Randall,2025-08-25,cairo
346,Laptop,96000,Grace Lopez,2025-08-25,cairo
347,Monitor,6000,Kaylee Estrada,2025-08-25,cairo
348,Keyboard,3000,Frederick Morrison,2025-08-25,cairo
349,Mouse,1750,Douglas Riley,2025-08-25,alex
350,Mouse,2250,Thomas Kennedy,2025-08-25,tanta
351,Printer,40500,Jennifer Richards,2025-08-25,tanta
352,Headphones,8000,Tracy Zimmerman,2025-08-25,tanta
353,Mouse,500,Jessica Franklin,2025-08-25,alex
354,USB Flash Drive,1200,Sarah Perez,2025-08-25,cairo
355,Headphones,800,Johnny Key,2025-08-25,cairo
356,Printer,18000,Bridget Downs,2025-08-25,cairo
357,USB Flash Drive,750,Cynthia Burke,2025-08-25,tanta
358,Printer,18000,Doris Orozco,2025-08-25,tanta
359,Printer,36000,Bryan Brown,2025-08-25,cairo
360,Mouse,1500,George Wong,2025-08-25,tanta
361,Monitor,12000,Melissa Boyd,2025-08-25,alex
362,USB Flash Drive,150,Madison Ferguson,2025-08-25,alex
363,USB Flash Drive,1500,Heather Smith,2025-08-25,cairo
364,Mouse,2500,Dennis Gill,2025-08-25,cairo
365,Mouse,1000,Bobby Lynch,2025-08-25,tanta
366,Headphones,4800,Christina Johnson,2025-08-25,alex
367,Mouse,2500,Mackenzie Adams,2025-08-25,cairo
368,Monitor,24000,Alexis Jones,2025-08-25,tanta
369,Keyboard,500,Jeffrey Marshall,2025-08-25,alex
370,Mouse,750,Tina Dunlap,2025-08-25,alex
371,Keyboard,5000,Natalie Hoover,2025-08-25,cairo
372,USB Flash Drive,750,Dylan Rodriguez,2025-08-25,cairo
373,Headphones,8000,Tara Edwards,2025-08-25,tanta
374,Laptop,24000,Leslie Delgado,2025-08-25,alex
375,Printer,9000,Barbara Smith,2025-08-25,tanta
376,Headphones,7200,Kristi Woods,2025-08-25,tanta
377,Headphones,1600,Thomas Mullins,2025-08-25,tanta
378,Printer,4500,Tammy Smith,2025-08-25,cairo
379,Headphones,5600,Amy Garcia,2025-08-25,cairo
380,Keyboard,4500,Emily Simmons,2025-08-25,cairo
381,Keyboard,3000,Sydney Mccann,2025-08-25,tanta
382,USB Flash Drive,1200,Anna Stephenson,2025-08-25,alex
383,USB Flash Drive,900,Casey Morton,2025-08-25,alex
384,Monitor,21000,Kelly Diaz,2025-08-25,alex
385,Mouse,1500,Austin Anderson,2025-08-25,alex
386,Laptop,60000,Jay Reese,2025-08-25,tanta
387,Mouse,1250,Jill Stephens,2025-08-25,tanta
388,Headphones,4800,Sharon Weber,2025-08-25,cairo
389,Laptop,12000,Jeremy Mccann,2025-08-25,tanta
390,Mouse,2250,Alice Collins,2025-08-25,cairo
391,Mouse,2250,Jason Brown,2025-08-25,cairo
392,USB Flash Drive,600,Laura Thompson,2025-08-25,tanta
393,Laptop,72000,Natasha Reese,2025-08-25,cairo
394,Laptop,12000,Cindy Thompson,2025-08-25,alex
395,Headphones,6400,Karen Guerra,2025-08-25,tanta
396,Laptop,84000,Katie Alexander,2025-08-25,cairo
397,Laptop,48000,Nichole Martinez,2025-08-25,cairo
398,Laptop,36000,Michael Koch,2025-08-25,alex
399,USB Flash Drive,1500,Patricia Gross,2025-08-25,alex
400,Printer,13500,Jill Stephens,2025-08-25,tanta
401,Laptop,48000,Jessica Reed,2025-08-25,alex
402,Laptop,120000,Stephanie Short,2025-08-25,cairo
403,Keyboard,500,Ryan Graham,2025-08-25,alex
404,Printer,9000,Paul Orozco,2025-08-25,cairo
405,Printer,45000,Seth Morrow,2025-08-25,tanta
406,Printer,31500,Kyle Whitehead,2025-08-25,alex
407,Headphones,8000,Kevin Buckley,2025-08-25,tanta
408,Laptop,24000,Paige Cook,2025-08-25,alex
409,Keyboard,4500,Lisa Morgan,2025-08-25,tanta
410,Headphones,4000,Tiffany Williams,2025-08-25,alex
411,Monitor,6000,Scott Carter,2025-08-25,cairo
412,Headphones,2400,Stephanie Herrera,2025-08-25,tanta
413,Mouse,1750,Gerald Taylor,2025-08-25,cairo
414,USB Flash Drive,900,Jason Schmidt,2025-08-25,tanta
415,Mouse,250,Sabrina Casey,2025-08-25,alex
416,Monitor,12000,Jennifer Smith,2025-08-25,cairo
417,Printer,45000,Tracy Taylor,2025-08-25,alex
418,Monitor,9000,Peggy Howell,2025-08-25,cairo
419,USB Flash Drive,150,Heather Butler,2025-08-25,alex
420,Keyboard,1000,Meghan Wright,2025-08-25,alex
421,USB Flash Drive,450,Tamara Lewis,2025-08-25,cairo
422,Headphones,1600,Bryce Butler,2025-08-25,tanta
423,USB Flash Drive,600,Jennifer Carter,2025-08-25,cairo
424,Monitor,21000,Lisa Cole,2025-08-25,alex
425,USB Flash Drive,750,Betty Leblanc,2025-08-25,alex
426,Mouse,2000,Kristen Walton,2025-08-25,cairo
427,Printer,36000,Bobby Smith,2025-08-25,alex
428,Printer,36000,Jessica Arnold,2025-08-25,tanta
429,USB Flash Drive,900,Jessica Garcia,2025-08-25,alex
430,Keyboard,3000,Gloria Howard,2025-08-25,cairo
431,USB Flash Drive,750,Tiffany Hansen,2025-08-25,cairo
432,USB Flash Drive,600,Kathy Anderson,2025-08-25,alex
433,Keyboard,3000,Tammy Robinson,2025-08-25,cairo
434,Headphones,4800,Frank Day,2025-08-25,cairo
435,USB Flash Drive,150,Jenna Dickerson,2025-08-25,tanta
436,Keyboard,5000,Tammy Frost,2025-08-25,cairo
437,Monitor,9000,Elizabeth Harvey,2025-08-25,cairo
438,Keyboard,4500,Patrick Farmer,2025-08-25,tanta
439,Mouse,1750,Jeffrey Pace,2025-08-25,alex
440,Laptop,24000,Renee Mathews,2025-08-25,cairo
441,Printer,18000,Madison Pittman,2025-08-25,alex
442,Headphones,4000,James Robinson,2025-08-25,alex
443,Monitor,3000,Monica Strong,2025-08-25,tanta
444,USB Flash Drive,1200,Chelsea Forbes,2025-08-25,alex
445,Laptop,48000,Robert Kemp,2025-08-25,cairo
446,Monitor,3000,Dylan Saunders,2025-08-25,tanta
447,Laptop,60000,Joshua Byrd,2025-08-25,alex
448,Headphones,7200,Daniel Sharp,2025-08-25,tanta
449,Headphones,6400,Anna Phillips,2025-08-25,alex
450,Mouse,2250,Joseph Dominguez,2025-08-25,tanta
451,Printer,9000,Derek Anderson,2025-08-25,alex
452,Mouse,500,Drew Williams,2025-08-25,alex
453,Printer,31500,Benjamin Hardin,2025-08-25,cairo
454,Printer,13500,Deborah Brown,2025-08-25,tanta
455,Keyboard,5000,Christina Johnson,2025-08-25,tanta
456,Monitor,24000,Michael Wall,2025-08-25,tanta
457,Monitor,27000,Scott Baker,2025-08-25,tanta
458,Mouse,1750,Shannon Shaffer,2025-08-25,alex
459,Printer,45000,Donald Edwards,2025-08-25,alex
460,Keyboard,500,Tammy Washington,2025-08-25,alex
461,Keyboard,2500,Julie Hudson,2025-08-25,cairo
462,Keyboard,3500,Matthew Page,2025-08-25,tanta
463,Keyboard,4000,Elizabeth Fisher,2025-08-25,cairo
464,Printer,36000,Raymond Rollins,2025-08-25,alex
465,Monitor,18000,Garrett Martinez,2025-08-25,tanta
466,Mouse,750,Kayla Smith,2025-08-25,cairo
467,Mouse,2250,Andrew Espinoza,2025-08-25,cairo
468,Mouse,2000,Kristy Pope,2025-08-25,alex
469,Laptop,72000,Jessica Bishop,2025-08-25,cairo
470,Laptop,96000,Suzanne Pearson,2025-08-25,tanta
471,Mouse,750,Debra Francis,2025-08-25,cairo
472,Monitor,21000,Cindy Vaughn,2025-08-25,cairo
473,Laptop,120000,Robert Brown,2025-08-25,tanta
474,Laptop,12000,Sophia Parker,2025-08-25,alex
